시도명,시군구명,법정읍면동명,읍면동아이디,SOC유형,SOC유형아이디,구분명,시설명,시설물 아이디,인허가일자,도로명주소,지번주소,관서명,지방청명,경찰서명,구분명,데이터갱신일자,업태구분명,위도,경도
경기도,남양주시,금곡동,"41360103",생활편의형SOC,CVNTL,파출소,금곡 파출소,CVNTL_20_41360_00063,,경기도 남양주시 금곡로 57,경기도 남양주시 금곡동 420-1,,경기북부청,남양주,파출소,2022-07-11,,37.6343700000,127.2095000000
경기도,군포시,금정동,"41410105",생활편의형SOC,CVNTL,파출소,금정 파출소,CVNTL_20_41410_00045,,경기도 군포시 군포로683번길 31,경기도 군포시 금정동 904,,경기남부청,군포,파출소,2022-07-11,,37.3656000000,126.9440460000
경기도,의왕시,오전동,"41430105",생활편의형SOC,CVNTL,파출소,의왕 파출소,CVNTL_20_41430_00249,,경기도 의왕시 경수대로 352,경기도 의왕시 오전동 839-8,,경기남부청,의왕,지구대,2022-07-11,,37.3568950000,126.9680500000
경기도,하남시,감북동,"41450113",생활편의형SOC,CVNTL,파출소,서부 파출소,CVNTL_20_41450_00311,,경기도 하남시 감북로 43,경기도 하남시 감북동 327,,경기남부청,하남,파출소,2022-07-11,,37.5161860000,127.1620900000
경기도,하남시,덕풍동,"41450108",생활편의형SOC,CVNTL,파출소,덕풍 파출소,CVNTL_20_41450_00312,,경기도 하남시 덕풍로81번길 13,경기도 하남시 덕풍동 225-5,,경기남부청,하남,지구대,2022-07-11,,37.5512240000,127.2042400000
경기도,파주시,월롱면,"41480310",생활편의형SOC,CVNTL,파출소,월롱 파출소,CVNTL_20_41480_00275,,경기도 파주시 월롱면 휴암로 3,경기도 파주시 월롱면 위전리 430-5,,경기북부청,파주,파출소,2022-07-11,,37.7956800000,126.7910600000
경기도,이천시,백사면,"41500320",생활편의형SOC,CVNTL,파출소,백사 파출소,CVNTL_20_41500_00263,,경기도 이천시 백사면 현방로 62,경기도 이천시 백사면 현방리 99-38,,경기남부청,이천,파출소,2022-07-11,,37.3384930000,127.4911960000
경기도,이천시,마장면,"41500340",생활편의형SOC,CVNTL,파출소,마장 파출소,CVNTL_20_41500_00265,,경기도 이천시 마장면 오천로 101,경기도 이천시 마장면 오천리 59-11,,경기남부청,이천,파출소,2022-07-11,,37.2491650000,127.3573760000
경기도,이천시,부발읍,"41500253",생활편의형SOC,CVNTL,파출소,아미 파출소,CVNTL_20_41500_00266,,경기도 이천시 부발읍 경충대로 2154,경기도 이천시 부발읍 아미리 1076,,경기남부청,이천,파출소,2022-07-11,,37.2564660000,127.4864700000
경기도,이천시,부발읍,"41500253",생활편의형SOC,CVNTL,파출소,부발 파출소,CVNTL_20_41500_00267,,경기도 이천시 부발읍 무촌로 167-5,경기도 이천시 부발읍 무촌리 195-3,,경기남부청,이천,파출소,2022-07-11,,37.2869760000,127.4889500000
경기도,파주시,조리읍,"41480262",생활편의형SOC,CVNTL,파출소,조리 파출소,CVNTL_20_41480_00276,,경기도 파주시 조리읍 봉천로 55,경기도 파주시 조리읍 봉일천리 160-72,,경기북부청,파주,파출소,2022-07-11,,37.7438300000,126.8055900000
경기도,파주시,목동동,"41480117",생활편의형SOC,CVNTL,파출소,운정2 파출소,CVNTL_20_41480_00277,,경기도 파주시 해솔로 84,경기도 파주시 목동동 657,,경기북부청,파주,파출소,2022-07-11,,37.7282330000,126.7462700000
경기도,남양주시,별내동,"41360111",생활편의형SOC,CVNTL,파출소,별내 파출소,CVNTL_20_41360_00065,,경기도 남양주시 두물로 11,경기도 남양주시 별내동 937,,경기북부청,남양주,파출소,2022-07-11,,37.6556780000,127.1261800000
경기도,남양주시,진건읍,"41360259",생활편의형SOC,CVNTL,파출소,진건 파출소,CVNTL_20_41360_00069,,경기도 남양주시 진건읍 진건오남로 5,경기도 남양주시 진건읍 사능리 600-8,,경기북부청,남양주,파출소,2022-07-11,,37.6513800000,127.1786350000
경기도,남양주시,와부읍,"41360250",생활편의형SOC,CVNTL,파출소,와부 파출소,CVNTL_20_41360_00070,,경기도 남양주시 와부읍 덕소로 63,경기도 남양주시 와부읍 덕소리 462-18,,경기북부청,남양주,파출소,2022-07-11,,37.5873950000,127.2099900000
경기도,오산시,원동,"41370103",생활편의형SOC,CVNTL,파출소,오산 파출소,CVNTL_20_41370_00225,,경기도 오산시 운암로 11,경기도 오산시 원동 813-13,,경기남부청,화성동부,지구대,2022-07-11,,37.1473270000,127.0759300000
경기도,파주시,아동동,"41480102",생활편의형SOC,CVNTL,파출소,금촌 파출소,CVNTL_20_41480_00278,,경기도 파주시 새꽃로 212,경기도 파주시 아동동 356-3,,경기북부청,파주,지구대,2022-07-11,,37.7657470000,126.7759400000
경기도,파주시,광탄면,"41480350",생활편의형SOC,CVNTL,파출소,광탄 파출소,CVNTL_20_41480_00279,,경기도 파주시 광탄면 동거리길 25-7,경기도 파주시 광탄면 신산리 221-12,,경기북부청,파주,파출소,2022-07-11,,37.7815000000,126.8489400000
경기도,용인시 수지구,풍덕천동,"41465101",생활편의형SOC,CVNTL,파출소,수지 파출소,CVNTL_20_41465_00235,,경기도 용인시 수지구 풍덕천로190번길 18,경기도 용인시 수지구 풍덕천동 77-1,,경기남부청,용인서부,지구대,2022-07-11,,37.3250050000,127.1019100000
경기도,용인시 기흥구,보라동,"41463105",생활편의형SOC,CVNTL,파출소,보라 파출소,CVNTL_20_41463_00233,,경기도 용인시 기흥구 한보라1로 42-3,경기도 용인시 기흥구 보라동 609-2,,경기남부청,용인동부,파출소,2022-07-11,,37.2514400000,127.1087100000
경기도,용인시 처인구,백암면,"41461350",생활편의형SOC,CVNTL,파출소,백암 파출소,CVNTL_20_41461_00242,,경기도 용인시 처인구 백암면 백암로201번길 9,경기도 용인시 처인구 백암면 백암리 459-3,,경기남부청,용인동부,파출소,2022-07-11,,37.1644800000,127.3738900000
경기도,용인시 기흥구,보정동,"41463118",생활편의형SOC,CVNTL,파출소,보정 파출소,CVNTL_20_41463_00234,,경기도 용인시 기흥구 보정로 110,경기도 용인시 기흥구 보정동 1255-3,,경기남부청,용인서부,지구대,2022-07-11,,37.3195150000,127.1158200000
경기도,구리시,교문동,"41310104",생활편의형SOC,CVNTL,파출소,교문 파출소,CVNTL_20_41310_00041,,경기도 구리시 안골로 40,경기도 구리시 교문동 736-3,,경기북부청,구리,지구대,2022-07-11,,37.5969350000,127.1355400000
경기도,구리시,인창동,"41310103",생활편의형SOC,CVNTL,파출소,인창 파출소,CVNTL_20_41310_00042,,경기도 구리시 건원대로34번길 31,경기도 구리시 인창동 671-2,,경기북부청,구리,지구대,2022-07-11,,37.6054570000,127.1415200000
경기도,남양주시,별내면,"41360310",생활편의형SOC,CVNTL,파출소,청학 파출소,CVNTL_20_41360_00071,,경기도 남양주시 별내면 청학로68번길 8,경기도 남양주시 별내면 청학리 412-1,,경기북부청,남양주,파출소,2022-07-11,,37.7080000000,127.1199000000
경기도,파주시,동패동,"41480113",생활편의형SOC,CVNTL,파출소,운정1 파출소,CVNTL_20_41480_00280,,경기도 파주시 한울로 55-1,경기도 파주시 동패동 1895,,경기북부청,파주,파출소,2022-07-11,,37.7116600000,126.7383300000
경기도,용인시 수지구,상현동,"41465107",생활편의형SOC,CVNTL,파출소,상현 파출소,CVNTL_20_41465_00236,,경기도 용인시 수지구 심곡로 7,경기도 용인시 수지구 상현동 197-3,,경기남부청,용인서부,지구대,2022-07-11,,37.3062200000,127.0754800000
경기도,용인시 처인구,양지면,"41461360",생활편의형SOC,CVNTL,파출소,양지 파출소,CVNTL_20_41461_00243,,경기도 용인시 처인구 양지면 양지로 165,경기도 용인시 처인구 양지면 양지리 445-3,,경기남부청,용인동부,파출소,2022-07-11,,37.2342800000,127.2868600000
경기도,용인시 처인구,이동읍,"41461256",생활편의형SOC,CVNTL,파출소,이동 파출소,CVNTL_20_41461_00244,,경기도 용인시 처인구 이동읍 경기동로 688,경기도 용인시 처인구 이동읍 송전리 682-3,,경기남부청,용인동부,파출소,2022-07-11,,37.1397100000,127.1965260000
경기도,용인시 처인구,마평동,"41461107",생활편의형SOC,CVNTL,파출소,동부 파출소,CVNTL_20_41461_00245,,경기도 용인시 처인구 경안천로 16,경기도 용인시 처인구 마평동 858-5,,경기남부청,용인동부,파출소,2022-07-11,,37.2346460000,127.2106500000
경기도,하남시,망월동,"41450109",생활편의형SOC,CVNTL,파출소,미사 파출소,CVNTL_20_41450_00313,,경기도 하남시 아리수로 567,경기도 하남시 망월동 183-30,,경기남부청,하남,파출소,2022-07-11,,37.5675700000,127.1898600000
경기도,하남시,천현동,"41450101",생활편의형SOC,CVNTL,파출소,하남 파출소,CVNTL_20_41450_00314,,경기도 하남시 신장로 66,경기도 하남시 천현동 194-14,,경기남부청,하남,지구대,2022-07-11,,37.5356030000,127.2102400000
