시도명,시군구명,법정읍면동명,읍면동아이디,SOC유형,SOC유형아이디,구분명,시설명,시설물 아이디,인허가일자,도로명주소,지번주소,충전소위치 상세,휴점일,이용가능 시작시각,이용가능 종료시각,완속충전 가능여부,급속충전 가능여부,급속충전 타입구분,완속충전기 대수,급속충전기 대수,주차료부과 여부,관리업체명,관리업체 전화번호,데이터 갱신일자,업태구분명,위도,경도
경기도,안산시 단원구,대부북동,"41273111",생활편의형SOC,CVNTL,전기충전소,안산 방아머리 제2주차장,CVNTL_25_41273_00904,,경기도 안산시 단원구 대부황금로 1488,경기도 안산시 단원구 대부북동 1844-7,,,,,,,,,,,대영채비,,2022-07-11,,37.2869400000,126.5747760000
경기도,안산시 단원구,원시동,"41273105",생활편의형SOC,CVNTL,전기충전소,삼일제약,CVNTL_25_41273_00909,,경기도 안산시 단원구 산단로 216,경기도 안산시 단원구 원시동 772-1,,,,,,,,,,,케이티,,2022-07-11,,37.3147130000,126.7909300000
경기도,안산시 단원구,원시동,"41273105",생활편의형SOC,CVNTL,전기충전소,안산시 대우테크노피아,CVNTL_25_41273_00910,,경기도 안산시 단원구 산단로 296,경기도 안산시 단원구 원시동 768-1,,,,,,,,,,,차지비,,2022-07-11,,37.3217960000,126.7884450000
경기도,안산시 단원구,원시동,"41273105",생활편의형SOC,CVNTL,전기충전소,한국산업단지공단 경기지역본부,CVNTL_25_41273_00911,,경기도 안산시 단원구 동산로 57,경기도 안산시 단원구 원시동 773-2,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.3144570000,126.7967450000
경기도,안산시 단원구,원시동,"41273105",생활편의형SOC,CVNTL,전기충전소,공단삼거리 공영주차장(B),CVNTL_25_41273_00907,,"",경기도 안산시 단원구 원시동 772-6,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.3129000000,126.7917600000
경기도,고양시 덕양구,성사동,"41281106",생활편의형SOC,CVNTL,전기충전소,원당환승주차장,CVNTL_25_41281_00067,,경기도 고양시 덕양구 호국로790번길 102,경기도 고양시 덕양구 성사동 394,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.6540870000,126.8411000000
경기도,고양시 덕양구,성사동,"41281106",생활편의형SOC,CVNTL,전기충전소,성사2공영주차장,CVNTL_25_41281_00066,,"",경기도 고양시 덕양구 성사동 721,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.6532000000,126.8386150000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,전기충전소,안양6동행정복지센터,CVNTL_25_41171_01104,,경기도 안양시 만안구 안양로170번길 23,경기도 안양시 만안구 안양동 437-4,,,,,,,,,,,에버온,,2022-07-11,,37.3900340000,126.9306100000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,전기충전소,안양4동 행정복지센터,CVNTL_25_41171_01105,,경기도 안양시 만안구 냉천로193번길 34,경기도 안양시 만안구 안양동 711-399,,,,,,,,,,,에버온,,2022-07-11,,37.3965530000,126.9178800000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,전기충전소,안양7동 행정복지센터,CVNTL_25_41171_01106,,경기도 안양시 만안구 덕천로 115,경기도 안양시 만안구 안양동 139-3,,,,,,,,,,,에버온,,2022-07-11,,37.3914600000,126.9338000000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,전기충전소,안양1동 행정복지센터,CVNTL_25_41171_01107,,경기도 안양시 만안구 장내로 170,경기도 안양시 만안구 안양동 1383,,,,,,,,,,,에버온,,2022-07-11,,37.3991000000,126.9259200000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,전기충전소,안양만안경찰서,CVNTL_25_41171_01108,,경기도 안양시 만안구 냉천로 63,경기도 안양시 만안구 안양동 578-8,,,,,,,,,,,에스트래픽,,2022-07-11,,37.3871840000,126.9261800000
경기도,안양시 만안구,안양동,"41171101",생활편의형SOC,CVNTL,전기충전소,안양9동 행정복지센터,CVNTL_25_41171_01115,,경기도 안양시 만안구 병목안로142번길 12-9,경기도 안양시 만안구 안양동 995-27,,,,,,,,,,,에버온,,2022-07-11,,37.3914700000,126.9084100000
경기도,안산시 상록구,성포동,"41271108",생활편의형SOC,CVNTL,전기충전소,안산시_성포동행정복지센터,CVNTL_25_41271_00960,,경기도 안산시 상록구 충장로 468,경기도 안산시 상록구 성포동 585,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.3205680000,126.8495940000
경기도,안산시 상록구,성포동,"41271108",생활편의형SOC,CVNTL,전기충전소,홈플러스 안산점,CVNTL_25_41271_00961,,경기도 안산시 상록구 충장로 432,경기도 안산시 상록구 성포동 586,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.3173200000,126.8501000000
경기도,안산시 상록구,성포동,"41271108",생활편의형SOC,CVNTL,전기충전소,"0",CVNTL_25_41271_00959,,경기도 안산시 상록구 성포로 15,경기도 안산시 상록구 성포동 592,,,,,,,,,,,케이티,,2022-07-11,,37.3254300000,126.8428200000
경기도,부천시,소사동,"41190106",생활편의형SOC,CVNTL,전기충전소,부천시_소사동주민센터,CVNTL_25_41190_00473,,경기도 부천시 소사로310번길 3-9,경기도 부천시 소사동 23-1,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.4858780000,126.7946240000
경기도,광명시,하안동,"41210103",생활편의형SOC,CVNTL,전기충전소,광명시 하안2동 주민센터,CVNTL_25_41210_00199,,경기도 광명시 안현로 25,경기도 광명시 하안동 682-3,,,,,,,,,,,차지비,,2022-07-11,,37.4647180000,126.8747300000
경기도,광명시,하안동,"41210103",생활편의형SOC,CVNTL,전기충전소,광명시 하안4동 주민센터,CVNTL_25_41210_00200,,경기도 광명시 안현로 54,경기도 광명시 하안동 30-2,,,,,,,,,,,차지비,,2022-07-11,,37.4657200000,126.8777500000
경기도,광명시,하안동,"41210103",생활편의형SOC,CVNTL,전기충전소,광명시 하안3동 주민센터,CVNTL_25_41210_00201,,경기도 광명시 금당로 28,경기도 광명시 하안동 260-1,,,,,,,,,,,차지비,,2022-07-11,,37.4587100000,126.8816150000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,의정부지방법원 고양지원,CVNTL_25_41285_00125,,경기도 고양시 일산동구 장백로 209,경기도 고양시 일산동구 장항동 885-1,,,,,,,,,,,에버온,,2022-07-11,,37.6528400000,126.7748400000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,장항제1공영주차장,CVNTL_25_41285_00126,,경기도 고양시 일산동구 무궁화로 32-19,경기도 고양시 일산동구 장항동 777,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.6620300000,126.7687400000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,코오롱레이크폴리스1 입대의,CVNTL_25_41285_00127,,경기도 고양시 일산동구 호수로 606,경기도 고양시 일산동구 장항동 865,,,,,,,,,,,케이티,,2022-07-11,,37.6566240000,126.7688300000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,장항1동행정복지센터,CVNTL_25_41285_00128,,경기도 고양시 일산동구 장항로225번길 72,경기도 고양시 일산동구 장항동 578-2,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.6416240000,126.7707200000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,한솔프레미낭오피스,CVNTL_25_41285_00073,,경기도 고양시 일산동구 백마로213번길 12,경기도 고양시 일산동구 장항동 852-1,,,,,,,,,,,케이티,,2022-07-11,,37.6548230000,126.7738800000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,장항동대우메종리브르,CVNTL_25_41285_00074,,경기도 고양시 일산동구 호수로 672,경기도 고양시 일산동구 장항동 750-1,,,,,,,,,,,케이티,,2022-07-11,,37.6614600000,126.7651200000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,현대타운빌관리단,CVNTL_25_41285_00075,,경기도 고양시 일산동구 중앙로 1233,경기도 고양시 일산동구 장항동 848-1,,,,,,,,,,,케이티,,2022-07-11,,37.6566200000,126.7745060000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,호수마을 대우1단지,CVNTL_25_41285_00076,,경기도 고양시 일산동구 중앙로 1129,경기도 고양시 일산동구 장항동 902,,,,,,,,,,,케이티,,2022-07-11,,37.6488150000,126.7794400000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,홈플러스 경기일산점,CVNTL_25_41285_00079,,경기도 고양시 일산동구 중앙로1275번길 64,경기도 고양시 일산동구 장항동 755,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.6590400000,126.7688500000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,장항2동행정복지센터,CVNTL_25_41285_00080,,경기도 고양시 일산동구 노루목로 114,경기도 고양시 일산동구 장항동 900,,,,,,,,,,,에버온,,2022-07-11,,37.6498870000,126.7783200000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,동양메이저타워,CVNTL_25_41285_00124,,경기도 고양시 일산동구 중앙로 1227,경기도 고양시 일산동구 장항동 849,,,,,,,,,,,케이티,,2022-07-11,,37.6558500000,126.7748300000
경기도,고양시 일산동구,장항동,"41285104",생활편의형SOC,CVNTL,전기충전소,로데오탑상가,CVNTL_25_41285_00077,,경기도 고양시 일산동구 무궁화로 20-38,경기도 고양시 일산동구 장항동 757,,,,,,,,,,,케이티,,2022-07-11,,37.6603360000,126.7677460000
경기도,광명시,소하동,"41210104",생활편의형SOC,CVNTL,전기충전소,광명소하휴먼시아2단지,CVNTL_25_41210_00202,,경기도 광명시 소하로 38,경기도 광명시 소하동 1288,,,,,,,,,,,케이티,,2022-07-11,,37.4527360000,126.8824400000
경기도,광명시,소하동,"41210104",생활편의형SOC,CVNTL,전기충전소,소하동개운고층아파트,CVNTL_25_41210_00206,,경기도 광명시 오리로397번길 18,경기도 광명시 소하동 889-1,,,,,,,,,,,케이티,,2022-07-11,,37.4374900000,126.8773650000
경기도,광명시,소하동,"41210104",생활편의형SOC,CVNTL,전기충전소,광명시 소하1동 주민센터,CVNTL_25_41210_00207,,경기도 광명시 소하로 25,경기도 광명시 소하동 1291,,,,,,,,,,,차지비,,2022-07-11,,37.4521560000,126.8849300000
경기도,광명시,소하동,"41210104",생활편의형SOC,CVNTL,전기충전소,광명시 이마트(광명소하점),CVNTL_25_41210_00208,,경기도 광명시 소하로 97,경기도 광명시 소하동 1339-3,,,,,,,,,,,차지비,,2022-07-11,,37.4466360000,126.8846000000
경기도,광명시,소하동,"41210104",생활편의형SOC,CVNTL,전기충전소,광명시 소하2동 주민센터,CVNTL_25_41210_00209,,경기도 광명시 성채로 52,경기도 광명시 소하동 1383-1,,,,,,,,,,,차지비,,2022-07-11,,37.4321170000,126.8801960000
경기도,광명시,소하동,"41210104",생활편의형SOC,CVNTL,전기충전소,이마트 광명소하점,CVNTL_25_41210_00231,,경기도 광명시 소하로 97,경기도 광명시 소하동 1339-3,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.4466360000,126.8846000000
경기도,광명시,소하동,"41210104",생활편의형SOC,CVNTL,전기충전소,소하동금호어울림아파트,CVNTL_25_41210_00203,,경기도 광명시 하안로 154,경기도 광명시 소하동 1273,,,,,,,,,,,케이티,,2022-07-11,,37.4518240000,126.8890100000
경기도,의정부시,용현동,"41150105",생활편의형SOC,CVNTL,전기충전소,전기안전공사 경기북부지역본부,CVNTL_25_41150_01441,,경기도 의정부시 용민로 75-19,경기도 의정부시 용현동 10-12,,,,,,,,,,,에버온,,2022-07-11,,37.7381060000,127.0860100000
경기도,의정부시,용현동,"41150105",생활편의형SOC,CVNTL,전기충전소,전기안전공사 경기북부지역본부,CVNTL_25_41150_01442,,경기도 의정부시 용민로 75-19,경기도 의정부시 용현동 10-12,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.7381060000,127.0860100000
경기도,의정부시,용현동,"41150105",생활편의형SOC,CVNTL,전기충전소,롯데마트 의정부점,CVNTL_25_41150_01443,,경기도 의정부시 산단로76번길 116,경기도 의정부시 용현동 527-1,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.7427860000,127.0842360000
경기도,의정부시,용현동,"41150105",생활편의형SOC,CVNTL,전기충전소,의정부시_송산1동주민센터,CVNTL_25_41150_01471,,경기도 의정부시 민락로 13,경기도 의정부시 용현동 60-8,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.7310830000,127.0867840000
경기도,고양시 덕양구,화정동,"41281123",생활편의형SOC,CVNTL,전기충전소,덕양구청 주차장,CVNTL_25_41281_00068,,경기도 고양시 덕양구 화중로104번길 13,경기도 고양시 덕양구 화정동 955,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.6373940000,126.8322700000
경기도,고양시 덕양구,화정동,"41281123",생활편의형SOC,CVNTL,전기충전소,고양시 이마트(화정점),CVNTL_25_41281_00069,,경기도 고양시 덕양구 백양로 79,경기도 고양시 덕양구 화정동 976,,,,,,,,,,,차지비,,2022-07-11,,37.6326830000,126.8334050000
경기도,안산시 상록구,일동,"41271101",생활편의형SOC,CVNTL,전기충전소,안산시_일동행정복지센터,CVNTL_25_41271_00991,,경기도 안산시 상록구 성호로 53,경기도 안산시 상록구 일동 706-3,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.3102870000,126.8661800000
경기도,안산시 상록구,본오동,"41271104",생활편의형SOC,CVNTL,전기충전소,안산시 상록체육관,CVNTL_25_41271_00994,,경기도 안산시 상록구 용신로 422,경기도 안산시 상록구 본오동 1111,,,,,,,,,,,지엔텔,,2022-07-11,,37.3009760000,126.8688100000
경기도,안산시 상록구,본오동,"41271104",생활편의형SOC,CVNTL,전기충전소,공영주차장116호,CVNTL_25_41271_00963,,"",경기도 안산시 상록구 본오동 876-8,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.3042450000,126.8601900000
경기도,안산시 상록구,본오동,"41271104",생활편의형SOC,CVNTL,전기충전소,상록수역앞공영주차장,CVNTL_25_41271_00964,,"",경기도 안산시 상록구 본오동 874-7,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.3020170000,126.8665200000
경기도,안산시 상록구,본오동,"41271104",생활편의형SOC,CVNTL,전기충전소,이레파크,CVNTL_25_41271_00965,,경기도 안산시 상록구 본삼로 17,경기도 안산시 상록구 본오동 878-9,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.3012100000,126.8619400000
경기도,안산시 상록구,본오동,"41271104",생활편의형SOC,CVNTL,전기충전소,안산시_본오3동행정복지센터,CVNTL_25_41271_00966,,경기도 안산시 상록구 용신로 376,경기도 안산시 상록구 본오동 873,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.3014600000,126.8638400000
경기도,안산시 상록구,본오동,"41271104",생활편의형SOC,CVNTL,전기충전소,안산시_본오2동행정복지센터,CVNTL_25_41271_00967,,경기도 안산시 상록구 각골로 75,경기도 안산시 상록구 본오동 796-4,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.2961160000,126.8723140000
경기도,안산시 상록구,본오동,"41271104",생활편의형SOC,CVNTL,전기충전소,롯데마트 상록점,CVNTL_25_41271_00962,,경기도 안산시 상록구 반석로 8,경기도 안산시 상록구 본오동 880,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.2945020000,126.8598600000
경기도,안산시 상록구,본오동,"41271104",생활편의형SOC,CVNTL,전기충전소,사이동 커뮤니센터,CVNTL_25_41271_00990,,경기도 안산시 상록구 선진로 92,경기도 안산시 상록구 사동 1502,,,,,,,,,,,한국전력,,2022-07-11,,37.2786000000,126.8516900000
경기도,안산시 상록구,본오동,"41271104",생활편의형SOC,CVNTL,전기충전소,아리아나모텔,CVNTL_25_41271_00992,,경기도 안산시 상록구 석호로3길 8,경기도 안산시 상록구 본오동 781-3,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.2940180000,126.8715700000
경기도,안산시 상록구,본오동,"41271104",생활편의형SOC,CVNTL,전기충전소,"0",CVNTL_25_41271_00993,,경기도 안산시 상록구 오목로 171,경기도 안산시 상록구 본오동 730-5,,,,,,,,,,,기아자동차,,2022-07-11,,37.2917820000,126.8768160000
경기도,고양시 일산서구,덕이동,"41287105",생활편의형SOC,CVNTL,전기충전소,하이파크시티일산파밀리에4단지,CVNTL_25_41287_00143,,경기도 고양시 일산서구 하이파크3로 61,경기도 고양시 일산서구 덕이동 1535,,,,,,,,,,,케이티,,2022-07-11,,37.6968700000,126.7511440000
경기도,고양시 일산서구,덕이동,"41287105",생활편의형SOC,CVNTL,전기충전소,(주)자일일산서비스,CVNTL_25_41287_00144,,경기도 고양시 일산서구 경의로 848,경기도 고양시 일산서구 덕이동 238-2,,,,,,,,,,,케이티,,2022-07-11,,37.6931200000,126.7598600000
경기도,고양시 일산서구,덕이동,"41287105",생활편의형SOC,CVNTL,전기충전소,하이파크시티일산파밀리에2단지,CVNTL_25_41287_00145,,경기도 고양시 일산서구 하이파크3로 11,경기도 고양시 일산서구 덕이동 411,,,,,,,,,,,케이티,,2022-07-11,,37.6928300000,126.7535800000
경기도,고양시 일산서구,덕이동,"41287105",생활편의형SOC,CVNTL,전기충전소,(주) 한일카독크,CVNTL_25_41287_00146,,경기도 고양시 일산서구 덕이로 48,경기도 고양시 일산서구 덕이동 450,,,,,,,,,,,에스트래픽,,2022-07-11,,37.6903800000,126.7546100000
경기도,고양시 일산서구,덕이동,"41287105",생활편의형SOC,CVNTL,전기충전소,이마트24일산덕로점,CVNTL_25_41287_00147,,경기도 고양시 일산서구 덕산로 253,경기도 고양시 일산서구 덕이동 1256-36,,,,,,,,,,,케이티,,2022-07-11,,37.6954600000,126.7309800000
경기도,의정부시,신곡동,"41150104",생활편의형SOC,CVNTL,전기충전소,롯데슈퍼 신곡점,CVNTL_25_41150_01473,,경기도 의정부시 동일로 583,경기도 의정부시 신곡동 560,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.7402300000,127.0562000000
경기도,의정부시,신곡동,"41150104",생활편의형SOC,CVNTL,전기충전소,신곡동극동스타클래스,CVNTL_25_41150_01444,,경기도 의정부시 시민로317번길 15,경기도 의정부시 신곡동 167-20,,,,,,,,,,,케이티,,2022-07-11,,37.7383540000,127.0706100000
경기도,의정부시,신곡동,"41150104",생활편의형SOC,CVNTL,전기충전소,신곡동삼성래미안아파트,CVNTL_25_41150_01445,,경기도 의정부시 장곡로628번길 21,경기도 의정부시 신곡동 767-1,,,,,,,,,,,케이티,,2022-07-11,,37.7501950000,127.0740100000
경기도,의정부시,신곡동,"41150104",생활편의형SOC,CVNTL,전기충전소,의정부시_신곡1동행정복지센터,CVNTL_25_41150_01472,,경기도 의정부시 발곡로 17,경기도 의정부시 신곡동 716-1,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.7315400000,127.0567860000
경기도,의정부시,신곡동,"41150104",생활편의형SOC,CVNTL,전기충전소,의정부과학도서관,CVNTL_25_41150_01474,,경기도 의정부시 추동로124번길 52,경기도 의정부시 신곡동 124-1,,,,,,,,,,,한국전력,,2022-07-11,,37.7447430000,127.0693100000
경기도,의정부시,신곡동,"41150104",생활편의형SOC,CVNTL,전기충전소,의정부시_신곡2동주민센터,CVNTL_25_41150_01475,,경기도 의정부시 추동로23번길 7,경기도 의정부시 신곡동 672,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.7436600000,127.0579600000
경기도,의정부시,신곡동,"41150104",생활편의형SOC,CVNTL,전기충전소,경기도청 북부청사,CVNTL_25_41150_01476,,경기도 의정부시 청사로 1,경기도 의정부시 신곡동 800,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.7471540000,127.0722800000
경기도,동두천시,상패동,"41250112",생활편의형SOC,CVNTL,전기충전소,상패동행정복지센터,CVNTL_25_41250_00461,,경기도 동두천시 어수로 8,경기도 동두천시 상패동 122-2,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.9052900000,127.0443950000
경기도,동두천시,하봉암동,"41250110",생활편의형SOC,CVNTL,전기충전소,동두천시 k-water 동두천수도관리단 ,CVNTL_25_41250_00450,,경기도 동두천시 평화로3208번길 1,경기도 동두천시 하봉암동 155,,,,,,,,,,,차지비,,2022-07-11,,37.9742100000,127.0672500000
경기도,부천시,옥길동,"41190115",생활편의형SOC,CVNTL,전기충전소,옥길주유소,CVNTL_25_41190_00474,,경기도 부천시 옥길로 6,경기도 부천시 옥길동 767-2,,,,,,,,,,,GS칼텍스,,2022-07-11,,37.4604760000,126.8139200000
경기도,부천시,옥길동,"41190115",생활편의형SOC,CVNTL,전기충전소,남부수자원생태공원,CVNTL_25_41190_00475,,경기도 부천시 연동로 89,경기도 부천시 옥길동 454-1,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.4702260000,126.8277300000
경기도,부천시,옥길동,"41190115",생활편의형SOC,CVNTL,전기충전소,부천더휴제이드카운티일단지,CVNTL_25_41190_00476,,경기도 부천시 양지로 234-10,경기도 부천시 옥길동 742-1,,,,,,,,,,,케이티,,2022-07-11,,37.4661100000,126.8250960000
경기도,안산시 상록구,수암동,"41271113",생활편의형SOC,CVNTL,전기충전소,안산시_안산동행정복지센터,CVNTL_25_41271_00969,,경기도 안산시 상록구 장하로 315,경기도 안산시 상록구 수암동 506,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.3617670000,126.8732150000
경기도,안산시 상록구,수암동,"41271113",생활편의형SOC,CVNTL,전기충전소,안산시 수암봉공영주차장,CVNTL_25_41271_00968,,경기도 안산시 상록구 수암3길 39,경기도 안산시 상록구 수암동 280-2,,,,,,,,,,,지엔텔,,2022-07-11,,37.3643500000,126.8832800000
경기도,안산시 상록구,수암동,"41271113",생활편의형SOC,CVNTL,전기충전소,"0",CVNTL_25_41271_00970,,경기도 안산시 상록구 원당골1길 23-3,경기도 안산시 상록구 수암동 467-3,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.3643300000,126.8771500000
경기도,안산시 단원구,대부동동,"41273110",생활편의형SOC,CVNTL,전기충전소,안산시 시화나래휴게소,CVNTL_25_41273_00912,,경기도 안산시 단원구 대부황금로 1901,경기도 안산시 단원구 대부동동 2098-1,,,,,,,,,,,차지비,,2022-07-11,,37.3105660000,126.6056900000
경기도,고양시 일산동구,마두동,"41285105",생활편의형SOC,CVNTL,전기충전소,일산동구청,CVNTL_25_41285_00085,,경기도 고양시 일산동구 중앙로 1256,경기도 고양시 일산동구 마두동 815,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.6588800000,126.7749560000
경기도,고양시 일산동구,마두동,"41285105",생활편의형SOC,CVNTL,전기충전소,마두2동 행정복지센터,CVNTL_25_41285_00086,,경기도 고양시 일산동구 강송로 166,경기도 고양시 일산동구 마두동 782,,,,,,,,,,,에버온,,2022-07-11,,37.6535870000,126.7844600000
경기도,고양시 일산동구,마두동,"41285105",생활편의형SOC,CVNTL,전기충전소,강촌마을3단지,CVNTL_25_41285_00084,,경기도 고양시 일산동구 강송로 149,경기도 고양시 일산동구 마두동 787,,,,,,,,,,,케이티,,2022-07-11,,37.6526870000,126.7836150000
경기도,성남시 분당구,수내동,"41135102",생활편의형SOC,CVNTL,전기충전소,㈜경동,CVNTL_25_41135_00611,,경기도 성남시 분당구 수내로46번길 4,경기도 성남시 분당구 수내동 4-4,,,,,,,,,,,파워큐브,,2022-07-11,,37.3807900000,127.1171400000
경기도,성남시 분당구,수내동,"41135102",생활편의형SOC,CVNTL,전기충전소,성남시 수내1동주민센터,CVNTL_25_41135_00547,,경기도 성남시 분당구 내정로173번길 21,경기도 성남시 분당구 수내동 30,,,,,,,,,,,차지비,,2022-07-11,,37.3755400000,127.1179700000
경기도,성남시 분당구,수내동,"41135102",생활편의형SOC,CVNTL,전기충전소,삼평프라자,CVNTL_25_41135_00549,,경기도 성남시 분당구 불정로 254,경기도 성남시 분당구 수내동 88-2,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.3663980000,127.1268160000
경기도,성남시 분당구,수내동,"41135102",생활편의형SOC,CVNTL,전기충전소,수내역환승주차장,CVNTL_25_41135_00550,,경기도 성남시 분당구 황새울로200번길 40,경기도 성남시 분당구 수내동 16-1,,,,,,,,,,,에스트래픽,,2022-07-11,,37.3774900000,127.1144000000
경기도,성남시 분당구,수내동,"41135102",생활편의형SOC,CVNTL,전기충전소,수내동 공영주차장,CVNTL_25_41135_00552,,경기도 성남시 분당구 발이봉북로 7,경기도 성남시 분당구 수내동 119-1,,,,,,,,,,,에스트래픽,,2022-07-11,,37.3667680000,127.1279500000
경기도,성남시 분당구,수내동,"41135102",생활편의형SOC,CVNTL,전기충전소,성남 한솔인피니티,CVNTL_25_41135_00554,,경기도 성남시 분당구 황새울로200번길 22,경기도 성남시 분당구 수내동 16-7,,,,,,,,,,,이카플러그,,2022-07-11,,37.3763700000,127.1127700000
경기도,성남시 분당구,수내동,"41135102",생활편의형SOC,CVNTL,전기충전소,분당구청,CVNTL_25_41135_00555,,경기도 성남시 분당구 분당로 50,경기도 성남시 분당구 수내동 1,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.3826260000,127.1191400000
경기도,성남시 분당구,수내동,"41135102",생활편의형SOC,CVNTL,전기충전소,성남 삼라마이다스빌관리단,CVNTL_25_41135_00553,,경기도 성남시 분당구 황새울로200번길 32,경기도 성남시 분당구 수내동 16-4,,,,,,,,,,,이카플러그,,2022-07-11,,37.3769600000,127.1136400000
경기도,성남시 분당구,수내동,"41135102",생활편의형SOC,CVNTL,전기충전소,성남시 분당구청,CVNTL_25_41135_00548,,경기도 성남시 분당구 분당로 50,경기도 성남시 분당구 수내동 1,,,,,,,,,,,차지비,,2022-07-11,,37.3826260000,127.1191400000
경기도,부천시,약대동,"41190105",생활편의형SOC,CVNTL,전기충전소,EV충전소 SK중동대로주유소 (ev Most),CVNTL_25_41190_00469,,경기도 부천시 평천로 639,경기도 부천시 약대동 192-3,,,,,,,,,,,evMost,,2022-07-11,,37.5153430000,126.7617950000
경기도,부천시,약대동,"41190105",생활편의형SOC,CVNTL,전기충전소,부천시_약대동주민센터,CVNTL_25_41190_00477,,경기도 부천시 수도로 44,경기도 부천시 약대동 123,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.5133100000,126.7713100000
경기도,부천시,약대동,"41190105",생활편의형SOC,CVNTL,전기충전소,기아오토큐 약대점,CVNTL_25_41190_00478,,경기도 부천시 중동로 362,경기도 부천시 약대동 148-2,,,,,,,,,,,에스트래픽,,2022-07-11,,37.5119360000,126.7702000000
경기도,부천시,원미동,"41190101",생활편의형SOC,CVNTL,전기충전소,부천시_원미2동주민센터,CVNTL_25_41190_00479,,경기도 부천시 조종로36번길 26,경기도 부천시 원미동 126-4,,,,,,,,,,,한국전기차충전서비스,,2022-07-11,,37.4919400000,126.7882900000
경기도,부천시,원미동,"41190101",생활편의형SOC,CVNTL,전기충전소,한국국토정보공사 부천지사,CVNTL_25_41190_00480,,경기도 부천시 부천로136번길 59,경기도 부천시 원미동 64-10,,,,,,,,,,,대영채비,,2022-07-11,,37.4959560000,126.7888200000
경기도,안산시 상록구,사동,"41271103",생활편의형SOC,CVNTL,전기충전소,안산호수공원 3 주차장,CVNTL_25_41271_00975,,경기도 안산시 상록구 광덕대로 70,경기도 안산시 상록구 사동 1513,,,,,,,,,,,환경부(한국자동차환경협회),,2022-07-11,,37.3013600000,126.8268000000
