시도명,시군구명,법정읍면동명,읍면동아이디,SOC유형,SOC유형아이디,구분명,시설명,시설물 아이디,인허가일자,도로명주소,지번주소,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,무료이용시간,연체료부과단위시간,연체료,제어방식구분코드,사용방법설명,택배함종류코드,칸개수,칸깊이,칸너비,칸높이,설치일자,고객센터전화번호,데이터갱신일자,업태구분명,위도,경도
경기도,고양시 덕양구,주교동,"41281101",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(주교동행정복지센터),CVNTL_19_41281_00001,,경기도 고양시 덕양구 고양대로1315번길 71,경기도 고양시 덕양구 주교동 265-1,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2020-06-01,"1899-4711",2022-07-11,,37.6594770000,126.8296200000
경기도,고양시 덕양구,주교동,"41281101",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(주교4경로당),CVNTL_19_41281_00009,,경기도 고양시 덕양구 마상로107번길 18,경기도 고양시 덕양구 주교동 576,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2020-06-01,"1899-4711",2022-07-11,,37.6614340000,126.8360100000
경기도,고양시 덕양구,성사동,"41281106",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(원당역버스정류소),CVNTL_19_41281_00011,,경기도 고양시 덕양구 고양대로 1433,경기도 고양시 덕양구 성사동 410-5,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2020-06-01,"1899-4711",2022-07-11,,37.6532630000,126.8435000000
경기도,고양시 덕양구,화정동,"41281123",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(화정도서관),CVNTL_19_41281_00002,,경기도 고양시 덕양구 은빛로77번길 8,경기도 고양시 덕양구 화정동 873,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2020-06-01,"1899-4711",2022-07-11,,37.6378670000,126.8371400000
경기도,고양시 덕양구,화정동,"41281123",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(덕양구청),CVNTL_19_41281_00012,,경기도 고양시 덕양구 화중로104번길 13,경기도 고양시 덕양구 화정동 955,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2020-08-14,"1899-4711",2022-07-11,,37.6373940000,126.8322700000
경기도,안산시 상록구,본오동,"41271104",생활편의형SOC,CVNTL,무인택배함,본오도서관,CVNTL_19_41271_00072,,경기도 안산시 상록구 각골로 49,경기도 안산시 상록구 본오동 778,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,500,"1",택배 주문 시 무인택배함 설치주소로 물품수령장소 지정-택배업체에서 무인택배함에 물품 보관 후 수취인 연락처 입력후 물품보관-수취인에게 택배도착 문자 및 인증번호 전송-수취인 인증 후 물품 수령,대형/01+중형/02+중대형/03+소형/04,"01/1+02/12+03/1+04/6","01/60+02/60+03/60+04/60","01/50+02/50+03/50+04/50","01/90+02/30+03/60+04/20",2017-04-19,"1577-1545",2022-07-11,,37.2940000000,126.8722840000
경기도,고양시 일산서구,덕이동,"41287105",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(탄현역),CVNTL_19_41287_00026,,경기도 고양시 일산서구 경의로 856,경기도 고양시 일산서구 덕이동 238-12,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2019-06-01,"1899-4711",2022-07-11,,37.6940730000,126.7610860000
경기도,안산시 단원구,고잔동,"41273101",생활편의형SOC,CVNTL,무인택배함,한국호텔관광전문학교,CVNTL_19_41273_00070,,경기도 안산시 단원구 중앙대로 869,경기도 안산시 단원구 고잔동 531-3,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,500,"1",택배 주문 시 무인택배함 설치주소로 물품수령장소 지정-택배업체에서 무인택배함에 물품 보관 후 수취인 연락처 입력후 물품보관-수취인에게 택배도착 문자 및 인증번호 전송-수취인 인증 후 물품 수령,대형/01+중형/02+소형/03+메인중형/04+메인중형/05,"01/7+02/7+03/35+04/1+05/2","01/60+02/60+03/55+04/55+05/55","01/50+02/50+03/40+04/40+05/40","01/90+02/30+03/18+04/18+05/30",2021-03-19,"1577-1545",2022-07-11,,37.3173680000,126.8327900000
경기도,의왕시,청계동,"41430108",생활편의형SOC,CVNTL,무인택배함,청계종합사회복지관,CVNTL_19_41430_00078,,경기도 의왕시 덕장로 19,경기도 의왕시 청계동 983,"0:00","23:59","0:00","23:59","0:00","23:59","0",0,0,"1","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+소형/04,"02/4+04/14","02/60+04/60","02/50+04/50","02/60+04/30",2016-08-01,"1899-4711",2022-07-11,,37.3912500000,126.9949600000
경기도,고양시 일산서구,일산동,"41287101",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(행신역),CVNTL_19_41285_00021,,"",경기도 고양시 일산서구 일산동 1652,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2021-05-01,"1899-4711",2022-07-11,,37.6874280000,126.7773500000
경기도,의정부시,신곡동,"41150104",생활편의형SOC,CVNTL,무인택배함,의정부경전철 동오역,CVNTL_19_41150_00084,,경기도 의정부시 장곡로 471,경기도 의정부시 신곡동 547-15,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"1","택배기사에 의해 물품이 보관함으로 배송되면 배송일시와 인증번호가 수령자의 휴대폰으로 전송되며, 택배도착 알림문자(인증번호)를 받은 시민은 보관함에 휴대폰번호와 인증번호를 입력하고 물품을 찾아가면 된다.",중형/02+소형/04,"02/03+04/09","02/55+04/55","02/45+04/45","02/45+04/30",2016-05-01,"1599-2740",2022-07-11,,37.7452550000,127.0568160000
경기도,고양시 일산동구,마두동,"41285105",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(마두역),CVNTL_19_41285_00014,,경기도 고양시 일산동구 중앙로 1180 지하,경기도 고양시 일산동구 마두동 765-1,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2019-06-01,"1899-4711",2022-07-11,,37.6523360000,126.7781900000
경기도,파주시,금촌동,"41480101",생활편의형SOC,CVNTL,무인택배함,금릉역,CVNTL_19_41480_00091,,경기도 파주시 금릉역로 85,경기도 파주시 금촌동 605-1,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"2","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03,"01/1+02/6+03/14","01/55+02/55+03/55","01/45+02/45+03/45","01/60+02/45+03/33",2022-02-11,"1899-4711",2022-07-11,,37.7522280000,126.7650450000
경기도,파주시,야당동,"41480108",생활편의형SOC,CVNTL,무인택배함,운정역,CVNTL_19_41480_00088,,경기도 파주시 운정역길 368,경기도 파주시 야당동 299-4,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"2","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여, 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",대형/01+중형/02+중소형/03,"01/3+02/10+03/1","01/55+02/55+03/55","01/45+02/45+03/45","01/60+02/45+03/33",2019-12-06,"1899-4711",2022-07-11,,37.7254200000,126.7669100000
경기도,수원시 팔달구,화서동,"41115138",생활편의형SOC,CVNTL,무인택배함,화서1동 행정복지센터,CVNTL_19_41115_00065,,경기도 수원시 팔달구 동말로4번길 10,경기도 수원시 팔달구 화서동 184-357,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"1","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여,해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중형/02+중소형/03,"02/4+03/16","02/55+03/55","02/45+03/45","02/60+03/30",2017-01-01,"1899-4711",2022-07-11,,37.2764170000,126.9950400000
경기도,고양시 일산동구,백석동,"41285106",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(백석1동7블럭경로당),CVNTL_19_41285_00018,,경기도 고양시 일산동구 강송로74번길 53-7,경기도 고양시 일산동구 백석동 1156,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2020-06-01,"1899-4711",2022-07-11,,37.6486200000,126.7911000000
경기도,고양시 일산동구,백석동,"41285106",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(벨라시타),CVNTL_19_41285_00019,,경기도 고양시 일산동구 강송로 33,경기도 고양시 일산동구 백석동 1237,"4:00","1:00","4:00","1:00","4:00","1:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2017-11-01,"1899-4711",2022-07-11,,37.6426470000,126.7930150000
경기도,고양시 덕양구,삼송동,"41281111",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(삼송역),CVNTL_19_41281_00007,,경기도 고양시 덕양구 삼송로 194 지하,경기도 고양시 덕양구 삼송동 18-5,"4:00","2:00","4:00","2:00","4:00","2:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2017-03-01,"1899-4711",2022-07-11,,37.6532500000,126.8957400000
경기도,고양시 일산동구,백석동,"41285106",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(고양종합터미널),CVNTL_19_41285_00020,,경기도 고양시 일산동구 중앙로 1036,경기도 고양시 일산동구 백석동 1242,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2020-08-14,"1899-4711",2022-07-11,,37.6431800000,126.7896600000
경기도,고양시 일산서구,일산동,"41287101",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(행신역),CVNTL_19_41287_00025,,"",경기도 고양시 일산서구 일산동 2138,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2021-05-01,"1899-4711",2022-07-11,,37.6917840000,126.7759100000
경기도,평택시,용이동,"41220124",생활편의형SOC,CVNTL,무인택배함,평택대학교 정문 자전거 보관대 옆,CVNTL_19_41220_00099,,경기도 평택시 서동대로 3825,경기도 평택시 용이동 111,"0:00","24:00:00","0:00","24:00:00","0:00","24:00:00","48",48,1000,"2","물품 배송 시 휴대폰 문자로 전송되는 택배보관함번호, 인증번호를 확인하여 해당 보관함에서 본인 휴대폰 번호와 전송받은 인증번호를 입력한 뒤 보관함을 열어 물품 수령",중소형/03,"03월 10일","03/60","03/120","03/305",2018-08-21,"1600-5136",2022-07-11,,36.9951360000,127.1329650000
경기도,광명시,하안동,"41210103",생활편의형SOC,CVNTL,무인택배함,안현경로당,CVNTL_19_41210_00028,,경기도 광명시 안재로16번길 10,경기도 광명시 하안동 597,"0:00","24:00:00","0:00","24:00:00","0:00","24:00:00","48",24,1000,"1","(이용자)택배수령지를 보관함 설치장소로 신청, (택배업체)이용자의 휴대폰번호 입력 후 물품보관, (종합관제센터)이용자의 휴대폰으로 택배도착문자 및 인증번호 발송, (이용자)발송된 인증번호 입력 후 물품 수령",대형/01+중형/02+소형/04,"01/01+02/03+04/11","01/60+02/60+04/60","01/50+02/50+04/50","01/67+02/45+04/22",2016-08-01,"1599-2740",2022-07-11,,37.4600940000,126.8724700000
경기도,고양시 일산동구,마두동,"41285105",생활편의형SOC,CVNTL,무인택배함,고양안심무인택배함(정발산역),CVNTL_19_41285_00013,,경기도 고양시 일산동구 중앙로 지하 1270,경기도 고양시 일산동구 마두동 1123,"4:00","3:00","4:00","3:00","4:00","3:00","48",24,1000,"1",택배 주문 시 택배함 주소로 주문 후 도착 시 인증번호 입력 후 찾기,대형/01+중형/02,"01/20+02/5","01/20+02/5","01/20+02/5","01/20+02/5",2017-09-05,"1899-4711",2022-07-11,,37.6596570000,126.7734700000
경기도,광명시,소하동,"41210104",생활편의형SOC,CVNTL,무인택배함,여성비전센터,CVNTL_19_41210_00029,,경기도 광명시 오리로366번길 6,경기도 광명시 소하동 1267,"0:00","24:00:00","0:00","24:00:00","0:00","24:00:00","48",24,1000,"1","(이용자)택배수령지를 보관함 설치장소로 신청, (택배업체)이용자의 휴대폰번호 입력 후 물품보관, (종합관제센터)이용자의 휴대폰으로 택배도착문자 및 인증번호 발송, (이용자)발송된 인증번호 입력 후 물품 수령",대형/01+중형/02+소형/04,"01/01+02/03+04/11","01/60+02/60+04/60","01/50+02/50+04/50","01/67+02/45+04/22",2017-07-01,"1599-2740",2022-07-11,,37.4347720000,126.8801400000
경기도,의정부시,용현동,"41150105",생활편의형SOC,CVNTL,무인택배함,의정부경전철 송산역,CVNTL_19_41150_00083,,경기도 의정부시 충의로 59,경기도 의정부시 용현동 558,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,1000,"1","택배기사에 의해 물품이 보관함으로 배송되면 배송일시와 인증번호가 수령자의 휴대폰으로 전송되며, 택배도착 알림문자(인증번호)를 받은 시민은 보관함에 휴대폰번호와 인증번호를 입력하고 물품을 찾아가면 된다.",대형/01+중형/02+소형/04,"01/01+02/03+04/15","01/55+02/55+04/55","01/45+02/45+04/45","01/80+02/45+04/30",2016-05-01,"1599-2740",2022-07-11,,37.7372600000,127.0872040000
경기도,안산시 상록구,사동,"41271103",생활편의형SOC,CVNTL,무인택배함,해양동주민자치센터,CVNTL_19_41271_00073,,경기도 안산시 상록구 한양대학로 31,경기도 안산시 상록구 사동 1171,"0:00","23:59","0:00","23:59","0:00","23:59","48",24,500,"1",택배 주문 시 무인택배함 설치주소로 물품수령장소 지정-택배업체에서 무인택배함에 물품 보관 후 수취인 연락처 입력후 물품보관-수취인에게 택배도착 문자 및 인증번호 전송-수취인 인증 후 물품 수령,대형/01+중형/02+중소형/03+소형/04,"01/1+02/12+03/1+04/6","01/60+02/60+03/60+04/60","01/50+02/50+03/50+04/50","01/90+02/30+03/60+04/20",2018-05-01,"1577-1545",2022-07-11,,37.3009000000,126.8403100000
경기도,광명시,광명동,"41210101",생활편의형SOC,CVNTL,무인택배함,광명전통시장 공영주차장,CVNTL_19_41210_00030,,경기도 광명시 광명로 938,경기도 광명시 광명동 102-4,"0:00","24:00:00","0:00","24:00:00","0:00","24:00:00","48",24,1000,"1","(이용자)택배수령지를 보관함 설치장소로 신청, (택배업체)이용자의 휴대폰번호 입력 후 물품보관, (종합관제센터)이용자의 휴대폰으로 택배도착문자 및 인증번호 발송, (이용자)발송된 인증번호 입력 후 물품 수령",대형/01+중형/02+소형/04,"01/01+02/03+04/11","01/60+02/60+04/60","01/50+02/50+04/50","01/67+02/45+04/22",2018-12-01,"1599-2740",2022-07-11,,37.4823270000,126.8561100000
경기도,광명시,광명동,"41210101",생활편의형SOC,CVNTL,무인택배함,광명종합사회복지관,CVNTL_19_41210_00031,,경기도 광명시 오리로 1018,경기도 광명시 광명동 158-970,"0:00","24:00:00","0:00","24:00:00","0:00","24:00:00","48",24,1000,"1","(이용자)택배수령지를 보관함 설치장소로 신청, (택배업체)이용자의 휴대폰번호 입력 후 물품보관, (종합관제센터)이용자의 휴대폰으로 택배도착문자 및 인증번호 발송, (이용자)발송된 인증번호 입력 후 물품 수령",대형/01+중형/02+소형/04,"01/01+02/03+04/11","01/60+02/60+04/60","01/50+02/50+04/50","01/67+02/45+04/22",2018-12-01,"1599-2740",2022-07-11,,37.4808920000,126.8504600000
